JarHC Report for jarhc-check 1.0.0-SNAPSHOT
===========================================

JAR Files
---------
List of JAR files found in classpath.

JAR file                                                       | Size    | Classes | Resources | Checksum (SHA-1)                         | Artifact coordinates
http-auth-2.26.12.jar                                          | No                             | Java 8 (10)
http-auth-spi-2.26.12.jar                                      | No                             | Java 8 (40)
http-client-spi-2.26.12.jar                                    | No                             | Java 8 (72)
identity-spi-2.26.12.jar                                       | No                             | Java 8 (25)
metrics-spi-2.26.12.jar                                        | No                             | Java 8 (16)
json-utils-2.26.12.jar                                         | No                             | Java 8 (17)
retries-2.26.12.jar                                            | No                             | Java 8 (47)
retries-spi-2.26.12.jar                                        | No                             | Java 8 (27)
crt-core-2.26.12.jar                                           | No                             | Java 8 (7)
arns-2.26.12.jar                                               | No                             | Java 8 (8)
profiles-2.26.12.jar                                           | No                             | Java 8 (27)
utils-2.26.12.jar                                              | No                             | Java 8 (145)
slf4j-api-2.0.13.jar                                           | Yes (Java 9)                   | Java 8 (54)
aws-lambda-java-core-1.2.3.jar                                 | No                             | Java 8 (13)
aws-lambda-java-events-3.11.6.jar                              | No                             | Java 8 (286)
